material_id,common_name,uns_number,aisi_grade,material_class,condition,yield_strength_MPa,ultimate_tensile_strength_MPa,elongation_percent,hardness_HB,hardness_shore_d,fatigue_limit_MPa,elastic_modulus_GPa,density_kg_m3,max_service_temp_C,min_service_temp_C,max_continuous_use_temp_C,corrosion_seawater,corrosion_acidic,corrosion_alkaline,corrosion_atmospheric,corrosion_high_temp,chemical_resistance_solvents,chemical_resistance_acids,chemical_resistance_alkalis,chemical_resistance_fuels,weldability,weldability_notes,joining_method,machinability_index,flammability,water_absorption_percent,uv_resistance,cost_class,approx_cost_usd_per_kg,availability,stock_forms,fatigue_rating,typical_applications,key_warnings,sources,description_text,stress_table_id
kag_dd6d66e3ad69,Aluminum Alloy 707.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T5),152,228,2,70,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 707.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 228 MPa, yield strength 152 MPa. Also elongation 2%, Brinell hardness 70 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T5). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_4342454bae62,Aluminum Alloy 707.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T7),207,255,1,65,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 707.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 255 MPa, yield strength 207 MPa. Also elongation 1%, Brinell hardness 65 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T7). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_61ac82c8d681,Aluminum Alloy 710.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(F_or_T5),138,221,2,60,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 710.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 221 MPa, yield strength 138 MPa. Also elongation 2%, Brinell hardness 60 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (F or T5). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_6c690a140478,Aluminum Alloy 712.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(F_or_T5),172,234,4,60,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 712.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 234 MPa, yield strength 172 MPa. Also elongation 4%, Brinell hardness 60 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (F or T5). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_ec2c304a5c3c,Aluminum Alloy 713.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(F_or_T5),152,221,3,60,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 713.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 221 MPa, yield strength 152 MPa. Also elongation 3%, Brinell hardness 60 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (F or T5). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_6b100ee9feec,Aluminum Alloy 771.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T5),262,290,1.5,85,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 771.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 290 MPa, yield strength 262 MPa. Also elongation 1.5%, Brinell hardness 85 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T5). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_14d113864939,Aluminum Alloy 771.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T51),186,221,3,70,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 771.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 221 MPa, yield strength 186 MPa. Also elongation 3%, Brinell hardness 70 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T51). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_8302bcda7d95,Aluminum Alloy 771.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T52),207,248,1.5,70,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 771.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 248 MPa, yield strength 207 MPa. Also elongation 1.5%, Brinell hardness 70 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T52). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_6b17acfae66d,Aluminum Alloy 771.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T53),186,248,1.5,NOT_FOUND,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 771.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 248 MPa, yield strength 186 MPa. Also elongation 1.5%, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T53). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_6bf21f63d5ba,Aluminum Alloy 771.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T6),241,290,5,75,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 771.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 290 MPa, yield strength 241 MPa. Also elongation 5%, Brinell hardness 75 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T6). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_062a1b349356,Aluminum Alloy 771.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T71),310,331,2,105,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 771.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 331 MPa, yield strength 310 MPa. Also elongation 2%, Brinell hardness 105 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T71). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_005cf44a0876,Aluminum Alloy 852.0,NOT_FOUND,NOT_FOUND,aluminum_wrought,Cast_(T5),124,165,NOT_FOUND,45,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 852.0 is a aluminum wrought (ANSI standard). Ultimate tensile strength 165 MPa, yield strength 124 MPa. Also Brinell hardness 45 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Cast (T5). Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_8ac71dc21ee1,Aluminum Alloy 1060-O,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,28,69,43,19,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1060-O is a aluminum wrought (ANSI standard). Ultimate tensile strength 69 MPa, yield strength 28 MPa. Also elongation 43%, Brinell hardness 19 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_d57a4923c237,Aluminum Alloy 1060-H12,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,76,83,16,23,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1060-H12 is a aluminum wrought (ANSI standard). Ultimate tensile strength 83 MPa, yield strength 76 MPa. Also elongation 16%, Brinell hardness 23 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_be910efd1b2f,Aluminum Alloy 1060-H14,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,90,97,12,26,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1060-H14 is a aluminum wrought (ANSI standard). Ultimate tensile strength 97 MPa, yield strength 90 MPa. Also elongation 12%, Brinell hardness 26 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_021fb11dc8f8,Aluminum Alloy 1060-H16,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,103,110,8,30,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1060-H16 is a aluminum wrought (ANSI standard). Ultimate tensile strength 110 MPa, yield strength 103 MPa. Also elongation 8%, Brinell hardness 30 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_1c3efe560c8e,Aluminum Alloy 1060-H18,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,124,131,6,35,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1060-H18 is a aluminum wrought (ANSI standard). Ultimate tensile strength 131 MPa, yield strength 124 MPa. Also elongation 6%, Brinell hardness 35 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_99d8301c4ce9,Aluminum Alloy 1100-O,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,34,90,35,23,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1100-O is a aluminum wrought (ANSI standard). Ultimate tensile strength 90 MPa, yield strength 34 MPa. Also elongation 35%, Brinell hardness 23 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_55db6797f5f4,Aluminum Alloy 1100-H12,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,103,110,12,28,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1100-H12 is a aluminum wrought (ANSI standard). Ultimate tensile strength 110 MPa, yield strength 103 MPa. Also elongation 12%, Brinell hardness 28 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_cf7a241fe129,Aluminum Alloy 1100-H14,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,117,124,9,32,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1100-H14 is a aluminum wrought (ANSI standard). Ultimate tensile strength 124 MPa, yield strength 117 MPa. Also elongation 9%, Brinell hardness 32 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_66408fe29917,Aluminum Alloy 1100-H16,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,138,145,6,38,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1100-H16 is a aluminum wrought (ANSI standard). Ultimate tensile strength 145 MPa, yield strength 138 MPa. Also elongation 6%, Brinell hardness 38 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_02dd38b5c27c,Aluminum Alloy 1100-H18,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,152,165,5,44,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1100-H18 is a aluminum wrought (ANSI standard). Ultimate tensile strength 165 MPa, yield strength 152 MPa. Also elongation 5%, Brinell hardness 44 HB, elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_f781fb361bf0,Aluminum Alloy 1350-O,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,28,83,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1350-O is a aluminum wrought (ANSI standard). Ultimate tensile strength 83 MPa, yield strength 28 MPa. Also elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_69ab32254670,Aluminum Alloy 1350-H12,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,83,97,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1350-H12 is a aluminum wrought (ANSI standard). Ultimate tensile strength 97 MPa, yield strength 83 MPa. Also elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_96726d042392,Aluminum Alloy 1350-H14,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,97,110,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1350-H14 is a aluminum wrought (ANSI standard). Ultimate tensile strength 110 MPa, yield strength 97 MPa. Also elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_e602f053b40f,Aluminum Alloy 1350-H16,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,110,124,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1350-H16 is a aluminum wrought (ANSI standard). Ultimate tensile strength 124 MPa, yield strength 110 MPa. Also elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_88089e52a15c,Aluminum Alloy 1350-H19,NOT_FOUND,NOT_FOUND,aluminum_wrought,Wrought,165,186,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,73.0,2700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ANSI),"Aluminum Alloy 1350-H19 is a aluminum wrought (ANSI standard). Ultimate tensile strength 186 MPa, yield strength 165 MPa. Also elastic modulus 73.0 GPa, density 2700 kg/m3. Condition: Wrought. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
