material_id,common_name,uns_number,aisi_grade,material_class,condition,yield_strength_MPa,ultimate_tensile_strength_MPa,elongation_percent,hardness_HB,hardness_shore_d,fatigue_limit_MPa,elastic_modulus_GPa,density_kg_m3,max_service_temp_C,min_service_temp_C,max_continuous_use_temp_C,corrosion_seawater,corrosion_acidic,corrosion_alkaline,corrosion_atmospheric,corrosion_high_temp,chemical_resistance_solvents,chemical_resistance_acids,chemical_resistance_alkalis,chemical_resistance_fuels,weldability,weldability_notes,joining_method,machinability_index,flammability,water_absorption_percent,uv_resistance,cost_class,approx_cost_usd_per_kg,availability,stock_forms,fatigue_rating,typical_applications,key_warnings,sources,description_text,stress_table_id
al_3003_o,Aluminum 3003 (Annealed),A93003,3003-O,aluminum_wrought,annealed,40,110,30,28,NOT_FOUND,50,69,2730,150,-200,NOT_FOUND,4,3,3,5,1,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,Excellent - TIG/MIG with ER4043 or ER5356. No preheat. Excellent weldability.,welding|mechanical_fastening|brazing,45,NOT_FOUND,NOT_FOUND,NOT_FOUND,2,2-3,5,sheet|plate|rod|tube|foil,2,"Cooking utensils, chemical equipment, pressure vessels, sheet-metal work, builders hardware, storage tanks, radiators.",Low strength - not structural. Slightly stronger than 1100 due to manganese addition. No true endurance limit. Good formability and corrosion resistance.,Kalpakjian Table 3.7-3.8|Cardarelli §2.1,"Aluminum 3003 (Annealed) is an aluminum wrought with a yield strength of 40 MPa. Corrosion resistance in seawater is good (4/5), and weldability is excellent (5/5). Typical applications include: Cooking utensils, chemical equipment, pressure vessels, sheet-metal work, builders hardware, storage tanks, radiators. Key engineering considerations: Low strength - not structural. Slightly stronger than 1100 due to manganese addition. No true endurance limit.",
al_2024_t3,Aluminum 2024-T3,A92024,2024-T3,aluminum_wrought,T3,345,482,16,120,NOT_FOUND,138,73,2770,175,-200,NOT_FOUND,1,2,1,3,1,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1,Not recommended for fusion welding - hot cracking. Use rivets or friction stir welding.,welding|mechanical_fastening|brazing,70,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,5-10,4,sheet|plate|rod|bar|extrusion,3,"Aerospace structural, aircraft fuselage and wing skins, military equipment, truck wheels, high-stress fittings.",Almost always supplied clad (Alclad). Not weldable conventionally. No true endurance limit. SCC risk in transverse direction.,Shigley A-24|Cardarelli §2.1|MechaniCalc|Kalpakjian Table 3.7,"Aluminum 2024-T3 is an aluminum wrought with a yield strength of 345 MPa. Corrosion resistance in seawater is poor (1/5), and weldability is poor (1/5). Typical applications include: Aerospace structural, aircraft fuselage and wing skins, military equipment, truck wheels, high-stress fittings. Key engineering considerations: Almost always supplied clad (Alclad). Not weldable conventionally. No true endurance limit. SCC risk in transverse direction.",
al_5052_h32,Aluminum 5052-H32,A95052,5052-H32,aluminum_wrought,H32,186,234,18,62,NOT_FOUND,117,70,2685,150,-200,NOT_FOUND,5,3,2,5,1,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,Excellent with TIG/MIG using ER5356 filler. No preheat. Avoid ER4043 - cracking risk.,welding|mechanical_fastening|brazing,30,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,3-5,5,sheet|plate|coil,2,"Marine sheet metal, boat hulls, fuel tanks, pressure vessels, kitchen equipment, electronic enclosures, architectural panels.",No true endurance limit. Properties drop significantly above 150 C. SCC risk if held above 65 C for long periods after H32.,Shigley A-24|Cardarelli §2.1|MechaniCalc|Kalpakjian Table 3.8,"Aluminum 5052-H32 is an aluminum wrought with a yield strength of 186 MPa. Corrosion resistance in seawater is excellent (5/5), and weldability is good (4/5). Typical applications include: Marine sheet metal, boat hulls, fuel tanks, pressure vessels, kitchen equipment, electronic enclosures, architectural panels. Key engineering considerations: No true endurance limit. Properties drop significantly above 150 C. SCC risk if held above 65 C for long periods after H32.",
al_6061_t6,Aluminum 6061-T6,A96061,6061-T6,aluminum_wrought,T6,276,310,12,95,NOT_FOUND,96,69,2700,170,-200,NOT_FOUND,3,3,2,4,1,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,Good weldability with ER4043 or ER5356 filler. Loses T6 temper in heat-affected zone - 25-40% strength loss near weld.,welding|mechanical_fastening|brazing,90,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,3-5,5,sheet|plate|rod|bar|tube|extrusion|forging,3,"Bicycle frames, structural extrusions, scaffolding, machine parts, marine fittings (non-immersed), automotive parts.",Most common general-purpose aluminum. Welding annealed HAZ reduces strength significantly. No true endurance limit. Not as marine-resistant as 5052.,Shigley A-24|Cardarelli §2.1|Machinery's Handbook|Kalpakjian Table 3.7-3.8,"Aluminum 6061-T6 is an aluminum wrought with a yield strength of 276 MPa. Corrosion resistance in seawater is moderate (3/5), and weldability is good (4/5). Typical applications include: Bicycle frames, structural extrusions, scaffolding, machine parts, marine fittings (non-immersed), automotive parts. Key engineering considerations: Most common general-purpose aluminum. Welding annealed HAZ reduces strength significantly. No true endurance limit. Not as marine-resistant as 5052.",
al_7075_t6,Aluminum 7075-T6,A97075,7075-T6,aluminum_wrought,T6,503,572,11,150,NOT_FOUND,159,72,2810,175,-200,NOT_FOUND,1,1,1,2,1,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,1,Essentially not weldable - severe hot cracking. Mechanical fasteners only.,welding|mechanical_fastening|brazing,70,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,8-15,4,sheet|plate|rod|bar|extrusion,4,"Aircraft structural components (wing spars, fuselage frames), high-stress aerospace parts, bicycle frames (high-end), defense parts.",Highest strength common aluminum. Cannot be welded. Severe SCC risk in T6 - use T73 or T76 if SCC exposure. Poor corrosion - must be Alclad or coated.,Shigley A-24|Cardarelli §2.1|MechaniCalc|Kalpakjian Table 3.7,"Aluminum 7075-T6 is an aluminum wrought with a yield strength of 503 MPa. Corrosion resistance in seawater is poor (1/5), and weldability is poor (1/5). Typical applications include: Aircraft structural components (wing spars, fuselage frames), high-stress aerospace parts, bicycle frames (high-end), defense parts. Key engineering considerations: Highest strength common aluminum. Cannot be welded. Severe SCC risk in T6 - use T73 or T76 if SCC exposure. Poor corrosion - must be Alclad or coated.",
al_356_t6,Aluminum 356.0-T6 (Cast),A03560,356-T6,aluminum_cast,T6,165,230,4,75,NOT_FOUND,90,72,2685,150,-200,NOT_FOUND,3,3,2,4,1,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,Weldable with ER4043 filler. Requires re-heat treatment for full strength.,welding|mechanical_fastening|brazing,65,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,4-7,4,casting|sand_cast|permanent_mold|investment_cast,3,"Engine blocks, transmission housings, intake manifolds, automotive wheels (cast), pump housings, complex shaped parts.",Cast - porosity issues possible. Lower properties than wrought aluminum. Best for complex geometries that would be expensive to machine from wrought.,Cardarelli §2.1|Machinery's Handbook,"Aluminum 356.0-T6 (Cast) is an aluminum cast with a yield strength of 165 MPa. Corrosion resistance in seawater is moderate (3/5), and weldability is moderate (3/5). Typical applications include: Engine blocks, transmission housings, intake manifolds, automotive wheels (cast), pump housings, complex shaped parts. Key engineering considerations: Cast - porosity issues possible. Lower properties than wrought aluminum. Best for complex geometries that would be expensive to machine from wrought.",
cu_c26000_h02,"Brass C26000 (Cartridge Brass, Half Hard)",C26000,C26000,copper_alloy,H02_half_hard,310,430,30,130,NOT_FOUND,130,110,8530,200,-200,NOT_FOUND,3,3,4,4,2,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,Brazing and soldering preferred. TIG welding possible with silicon bronze filler. Heat-affected zone softens significantly.,welding|mechanical_fastening|brazing,30,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,7-12,5,sheet|plate|rod|tube|wire,3,"Ammunition cases, plumbing fittings, electrical terminals, hardware, decorative parts, springs.",Susceptible to dezincification in stagnant water. SCC risk in ammonia environments. Cold work increases strength but reduces ductility.,Cardarelli §2.2|Machinery's Handbook|Kalpakjian Table 3.10,"Brass C26000 (Cartridge Brass, Half Hard) is a copper alloy with a yield strength of 310 MPa. Corrosion resistance in seawater is moderate (3/5), and weldability is moderate (3/5). Typical applications include: Ammunition cases, plumbing fittings, electrical terminals, hardware, decorative parts, springs. Key engineering considerations: Susceptible to dezincification in stagnant water. SCC risk in ammonia environments. Cold work increases strength but reduces ductility.",
cu_c36000_h02,Brass C36000 (Free-Cutting Brass),C36000,C36000,copper_alloy,H02_half_hard,310,380,25,80,NOT_FOUND,100,97,8500,200,-200,NOT_FOUND,3,3,4,4,2,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2,Welding generally avoided due to lead content. Brazing and soldering work well.,welding|mechanical_fastening|brazing,100,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,7-12,5,rod|bar|hex|tube,3,"Screw machine parts, fittings, valve bodies, gears, decorative hardware - the gold standard for high-volume machined brass parts.","Contains lead (3.5%) - regulations may restrict use in food/water (RoHS, drinking water). Dezincification in stagnant water. Best machinability of all common materials (reference 100).",Cardarelli §2.2|Machinery's Handbook|Kalpakjian Table 3.10,"Brass C36000 (Free-Cutting Brass) is a copper alloy with a yield strength of 310 MPa. Corrosion resistance in seawater is moderate (3/5), and weldability is fair (2/5). Typical applications include: Screw machine parts, fittings, valve bodies, gears, decorative hardware. Key engineering considerations: Contains lead (3.5%) - regulations may restrict use in food/water (RoHS, drinking water). Dezincification in stagnant water. Best machinability of all common materials (reference 100).",
cu_c46400_naval_brass,Naval Brass C46400,C46400,Naval Brass,copper_alloy,H02_half_hard,360,480,25,130,NOT_FOUND,140,100,8410,200,-200,NOT_FOUND,5,3,4,5,2,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,Brazing preferred. TIG with silicon bronze filler. Tin addition gives better seawater performance than regular brass.,welding|mechanical_fastening|brazing,70,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,8-13,4,rod|bar|tube|sheet|plate|forging,3,"Marine hardware, propeller shafts, marine fasteners, condenser plates, valve stems for marine service, heat exchanger tubes in seawater.",Tin addition (0.5-1.5%) significantly improves seawater corrosion resistance vs regular brass. Still vulnerable to dezincification - use inhibited grades for severe service. Galvanic corrosion couple with copper-nickel alloys.,Cardarelli §2.2|Machinery's Handbook|Kalpakjian Table 3.10,"Naval Brass C46400 is a copper alloy with a yield strength of 360 MPa. Corrosion resistance in seawater is excellent (5/5), and weldability is moderate (3/5). Typical applications include: Marine hardware, propeller shafts, marine fasteners, condenser plates, valve stems for marine service. Key engineering considerations: Tin addition (0.5-1.5%) significantly improves seawater corrosion resistance vs regular brass. Still vulnerable to dezincification. Galvanic corrosion couple with copper-nickel alloys.",
cu_c93200,Bearing Bronze C93200,C93200,SAE 660,copper_alloy,as_cast,125,240,20,65,NOT_FOUND,90,100,8930,200,-100,NOT_FOUND,4,3,4,5,2,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2,Brazing preferred. Welding rarely needed - usually cast to shape.,welding|mechanical_fastening|brazing,70,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,8-14,4,casting|rod|bar|tube,3,"Plain bearings, bushings, sleeve bearings, thrust washers, pump components, gear blanks - the standard bearing material.",Excellent embeddability (can absorb hard particles without scoring shaft). Good antifriction properties. Compatible with most lubricants. Lead content (8%) restricts food/water applications.,Cardarelli §2.2|Machinery's Handbook,"Bearing Bronze C93200 is a copper alloy with a yield strength of 125 MPa. Corrosion resistance in seawater is good (4/5), and weldability is fair (2/5). Typical applications include: Plain bearings, bushings, sleeve bearings, thrust washers, pump components, gear blanks. Key engineering considerations: Excellent embeddability. Good antifriction properties. Lead content (8%) restricts food/water applications.",
cu_c51000_phosphor_bronze,Phosphor Bronze C51000 (5% Sn),C51000,C51000,copper_alloy,annealed,130,325,64,65,NOT_FOUND,120,110,8860,200,-200,NOT_FOUND,4,3,4,5,2,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,Good weldability by brazing and soldering. TIG possible with silicon bronze filler. Use low heat input.,welding|mechanical_fastening|brazing,30,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,9-15,4,sheet|plate|rod|wire|tube,3,"Bellows, clutch disks, cotter pins, diaphragms, fasteners, wire brushes, chemical hardware, textile machinery springs.",Good fatigue resistance and spring properties. Excellent corrosion resistance in most environments. Tin addition improves strength over pure brass. No lead restriction issues.,Kalpakjian Table 3.11|Cardarelli §2.2,"Phosphor Bronze C51000 (5% Sn) is a copper alloy with a yield strength of 130 MPa. Corrosion resistance in seawater is good (4/5), and weldability is moderate (3/5). Typical applications include: Bellows, clutch disks, cotter pins, diaphragms, fasteners, wire brushes, chemical hardware, textile machinery springs. Key engineering considerations: Good fatigue resistance and spring properties. Excellent corrosion resistance in most environments.",
cu_c11000,"Pure Copper C11000 (ETP, Annealed)",C11000,C11000,copper_alloy,annealed,70,220,50,45,NOT_FOUND,80,117,8940,200,-200,NOT_FOUND,4,3,4,5,2,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,Brazing and soldering excellent. Fusion welding difficult due to high thermal conductivity - requires high heat input and inert atmosphere.,welding|mechanical_fastening|brazing,20,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,8-12,5,sheet|plate|rod|tube|wire,2,"Electrical wire and bus bar, plumbing tube, heat exchangers, roofing, decorative architecture, electrical contacts.",Highest electrical conductivity of common engineering metals. Excellent thermal conductivity. Soft - work-hardens easily. Poor machinability when annealed - cold-drawn easier. Oxidizes to green patina outdoors.,Cardarelli §2.2|Machinery's Handbook|Kalpakjian Table 3.10,"Pure Copper C11000 (ETP, Annealed) is a copper alloy with a yield strength of 70 MPa. Corrosion resistance in seawater is good (4/5), and weldability is moderate (3/5). Typical applications include: Electrical wire and bus bar, plumbing tube, heat exchangers, roofing, decorative architecture, electrical contacts. Key engineering considerations: Highest electrical conductivity of common engineering metals. Excellent thermal conductivity. Soft - work-hardens easily. Poor machinability when annealed. Oxidizes to green patina outdoors.",
ci_gray_class30,Gray Cast Iron Class 30,F12101,ASTM A48 Class 30,cast_iron,as_cast,0,207,1,200,NOT_FOUND,90,100,7150,350,0,NOT_FOUND,2,1,2,2,3,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2,"Weldable with care - preheat 200-300 C, use Ni-based electrodes (ENi-CI). Often best to braze instead. Avoid if possible.",welding|mechanical_fastening|brazing,75,NOT_FOUND,NOT_FOUND,NOT_FOUND,1,0.8-1.5,5,casting,2,"Engine blocks, machine tool bases, brake rotors, manifolds, pump housings, valve bodies, large bedplates.",No useful tensile yield - brittle failure in tension. Excellent in compression. Outstanding vibration damping. Graphite flakes give machinability but also crack initiation sites. Avoid impact loading.,Cardarelli §1.1.2|Machinery's Handbook|Kalpakjian Ch.3,"Gray Cast Iron Class 30 is a cast iron with a yield strength of 0 MPa. Corrosion resistance in seawater is fair (2/5), and weldability is fair (2/5). Typical applications include: Engine blocks, machine tool bases, brake rotors, manifolds, pump housings, valve bodies, large bedplates. Key engineering considerations: No useful tensile yield - brittle failure in tension. Excellent in compression. Outstanding vibration damping. Graphite flakes give machinability but also crack initiation sites. Avoid impact loading.",
ci_ductile_65_45_12,Ductile Iron 65-45-12,F32800,ASTM A536 65-45-12,cast_iron,as_cast,310,448,12,200,NOT_FOUND,200,168,7100,480,-30,NOT_FOUND,2,1,2,2,3,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,"Weldable with Ni-based filler. Preheat 200-300 C, slow cooling. PWHT recommended for crack-prone areas.",welding|mechanical_fastening|brazing,60,NOT_FOUND,NOT_FOUND,NOT_FOUND,2,1.2-2.5,5,casting,3,"Crankshafts, gears, pump bodies, valve housings, automotive suspension parts, pipe fittings - where cast iron strength and toughness both needed.","Spheroidal graphite gives much better tensile strength and ductility than gray iron. More expensive than gray iron but tougher. Excellent fatigue properties. Designation 65-45-12 = 65 ksi UTS, 45 ksi yield, 12% elongation.",Cardarelli §1.1.2|Machinery's Handbook,"Ductile Iron 65-45-12 is a cast iron with a yield strength of 310 MPa. Corrosion resistance in seawater is fair (2/5), and weldability is moderate (3/5). Typical applications include: Crankshafts, gears, pump bodies, valve housings, automotive suspension parts, pipe fittings. Key engineering considerations: Spheroidal graphite gives much better tensile strength and ductility than gray iron. More expensive than gray iron but tougher. Excellent fatigue properties.",
mg_az31b_f,Magnesium AZ31B (Extruded),M11311,AZ31B-F,magnesium_alloy,extruded,200,260,15,49,NOT_FOUND,97,45,1770,150,-100,NOT_FOUND,1,1,2,2,2,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2,TIG with AZ61A or AZ92A filler. Preheat 150-200 C. Use inert gas shielding - Mg burns in air. Specialized process.,welding|mechanical_fastening|brazing,45,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,3-6,3,sheet|plate|extrusion|rod,2,"Aircraft internal structure, automotive parts, luggage, portable power tools, laptop housings, camera bodies - weight-critical applications.",Lightest structural engineering metal. Fire hazard as chips/powder - pyrophoric. Galvanic corrosion with steel and aluminum. Poor creep above 120 C. Strict storage and machining protocols required.,Kalpakjian Table 3.9|Cardarelli §2.3,"Magnesium AZ31B (Extruded) is a magnesium alloy with a yield strength of 200 MPa. Corrosion resistance in seawater is poor (1/5), and weldability is fair (2/5). Typical applications include: Aircraft internal structure, automotive parts, luggage, portable power tools, laptop housings, camera bodies. Key engineering considerations: Lightest structural engineering metal. Fire hazard as chips/powder - pyrophoric. Galvanic corrosion with steel and aluminum. Poor creep above 120 C.",
mg_az80a_t5,Magnesium AZ80A (T5 Temper),M11800,AZ80A-T5,magnesium_alloy,T5_artificially_aged,380,380,7,82,NOT_FOUND,140,45,1800,150,-100,NOT_FOUND,1,1,2,2,2,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2,Welding difficult due to high alloy content. Preheat required. Use AZ92A filler. Limited applications only.,welding|mechanical_fastening|brazing,50,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,4-8,3,extrusion|forging,3,"High-strength aerospace and automotive structural forgings, aircraft engine housings, transmission cases.",Highest strength of common magnesium wrought alloys. Fire hazard in machining. Galvanic corrosion severe with steel. Requires anodizing or coating for any moisture exposure.,Kalpakjian Table 3.9|Cardarelli §2.3,"Magnesium AZ80A (T5 Temper) is a magnesium alloy with a yield strength of 380 MPa. Corrosion resistance in seawater is poor (1/5), and weldability is fair (2/5). Typical applications include: High-strength aerospace and automotive structural forgings, aircraft engine housings, transmission cases. Key engineering considerations: Highest strength of common magnesium wrought alloys. Fire hazard in machining. Galvanic corrosion severe with steel.",
ni_200_annealed,"Nickel 200 (Pure, Annealed)",N02200,Ni 200,nickel_alloy,annealed,100,380,60,90,NOT_FOUND,180,207,8890,315,-200,NOT_FOUND,5,3,5,5,4,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,Excellent - TIG/MIG with Ni 200 filler. No preheat normally required.,welding|mechanical_fastening|brazing,15,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,25-50,3,rod|bar|sheet|plate|tube|wire,2,Chemical and food processing industry; aerospace equipment; electronic parts; caustic soda handling; plating anodes.,Very expensive. Low strength limits structural use. Excellent corrosion in alkaline environments. Sensitive to sulfur embrittlement above 300 C.,Kalpakjian Table 3.12|Cardarelli §2.4,"Nickel 200 (Pure, Annealed) is a nickel alloy with a yield strength of 100 MPa. Corrosion resistance in seawater is excellent (5/5), and weldability is good (4/5). Typical applications include: Chemical and food processing, caustic soda handling, plating anodes. Key engineering considerations: Very expensive. Low strength limits structural use. Sensitive to sulfur embrittlement above 300 C.",
ni_monel_k500,Monel K-500 (Age Hardened),N05500,Monel K-500,nickel_alloy,age_hardened,750,1050,20,300,NOT_FOUND,350,179,8440,300,-200,NOT_FOUND,5,4,5,5,4,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,Weldable with Monel filler. PWHT recommended. Preheat for heavy sections.,welding|mechanical_fastening|brazing,40,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,30-60,2,rod|bar|forging|plate,4,Pump shafts; valve stems; springs; marine fasteners; oil well tools; doctor blades; marine propeller shafts.,SCC susceptible in HF acid. Age hardening can cause embrittlement if done incorrectly. Very expensive. Requires careful heat treatment control.,Kalpakjian Table 3.12|Cardarelli §2.4,"Monel K-500 (Age Hardened) is a nickel alloy with a yield strength of 750 MPa. Corrosion resistance in seawater is excellent (5/5), and weldability is moderate (3/5). Typical applications include: Pump shafts, valve stems, springs, marine fasteners, oil well tools. Key engineering considerations: SCC susceptible in HF acid. Age hardening can cause embrittlement if done incorrectly. Very expensive.",
ni_inconel_600,Inconel 600 (Annealed),N06600,Inconel 600,nickel_alloy,annealed,210,640,48,120,NOT_FOUND,280,214,8470,980,-200,NOT_FOUND,4,3,5,5,5,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,Excellent weldability with Inconel 82/182 filler. No preheat normally required.,welding|mechanical_fastening|brazing,15,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,25-60,2,rod|bar|sheet|plate|tube,4,Gas-turbine parts; heat-treating equipment; electronic parts; nuclear reactors; chemical processing; furnace components.,Very expensive. SCC in high-temperature pure water environments (nuclear). Sensitization possible in weld HAZ. Avoid sulfur atmospheres above 700 C.,Kalpakjian Table 3.12|Cardarelli §2.4,"Inconel 600 (Annealed) is a nickel alloy with a yield strength of 210 MPa. Corrosion resistance in seawater is good (4/5), and weldability is good (4/5). Typical applications include: Gas-turbine parts, heat-treating equipment, electronic parts, nuclear reactors, chemical processing, furnace components. Key engineering considerations: Very expensive. SCC in high-temperature pure water environments. Sensitization possible in weld HAZ.",
ni_hastelloy_c4,Hastelloy C-4 (Solution Treated),N06455,Hastelloy C-4,nickel_alloy,solution_treated_quenched,400,785,54,180,NOT_FOUND,300,205,8640,400,-200,NOT_FOUND,5,5,5,5,4,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,Excellent weldability with matching Hastelloy filler. No preheat. Low heat input recommended.,welding|mechanical_fastening|brazing,10,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,60-120,2,sheet|plate|rod|bar|tube,4,Chemical process equipment; flue gas desulfurization; pulp and paper; pharmaceutical reactors; marine exhaust systems.,Highest corrosion resistance of common engineering alloys. Extremely expensive. Very poor machinability - carbide tooling only. Requires strict weld procedure qualification.,Kalpakjian Table 3.12|Cardarelli §2.4,"Hastelloy C-4 (Solution Treated) is a nickel alloy with a yield strength of 400 MPa. Corrosion resistance in seawater is excellent (5/5), and weldability is good (4/5). Typical applications include: Chemical process equipment, flue gas desulfurization, pulp and paper, pharmaceutical reactors, marine exhaust systems. Key engineering considerations: Highest corrosion resistance of common engineering alloys. Extremely expensive. Very poor machinability - carbide tooling only.",
ti_cp_grade2,Titanium CP Grade 2 (Commercially Pure),R50400,CP Ti Grade 2,titanium_alloy,annealed,275,345,20,80,NOT_FOUND,200,103,4510,315,-200,NOT_FOUND,5,4,4,5,3,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,Excellent - TIG with pure Ti filler. Full argon shielding and back-purging mandatory. Atmosphere contamination embrittles.,welding|mechanical_fastening|brazing,30,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,20-40,3,sheet|plate|rod|bar|tube|wire,3,Chemical plant vessels; heat exchangers; marine components; desalination equipment; surgical implants; architectural cladding.,Fire hazard as fine powder. Galvanic corrosion accelerates mating carbon steel. Excellent corrosion including seawater and many acids. Lower strength than Ti-6Al-4V but better formability.,Kalpakjian Table 3.14|Cardarelli §3.3,"Titanium CP Grade 2 (Commercially Pure) is a titanium alloy with a yield strength of 275 MPa. Corrosion resistance in seawater is excellent (5/5), and weldability is good (4/5). Typical applications include: Chemical plant vessels, heat exchangers, marine components, desalination equipment, surgical implants, architectural cladding. Key engineering considerations: Fire hazard as fine powder. Galvanic corrosion accelerates mating carbon steel. Excellent corrosion in seawater.",
ti_6al_4v_annealed,"Titanium Ti-6Al-4V (Grade 5, Annealed)",R56400,Ti-6Al-4V,titanium_alloy,annealed,880,950,14,334,NOT_FOUND,510,114,4430,400,-200,NOT_FOUND,5,4,4,5,4,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,3,Excellent weldability with inert gas shielding. TIG with argon required. Atmosphere contamination embrittles weld - back-purging essential.,welding|mechanical_fastening|brazing,22,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,30-60,2,sheet|plate|rod|bar|tube|forging,5,Aerospace structural (60% of all titanium use); jet engine compressor parts; medical implants; marine equipment; high-performance sporting goods.,Very expensive vs steel/aluminum. Poor machinability - high heat causes work hardening and tool wear. Fire hazard in finely divided form. Galvanic corrosion will accelerate carbon steel mating parts. Cannot be welded without inert gas.,Cardarelli §3.3|Machinery's Handbook|Kalpakjian Table 3.14,"Titanium Ti-6Al-4V (Grade 5, Annealed) is a titanium alloy with a yield strength of 880 MPa. Corrosion resistance in seawater is excellent (5/5), and weldability is moderate (3/5). Typical applications include: Aerospace structural, jet engine compressor parts, medical implants, marine equipment, high-performance sporting goods. Key engineering considerations: Very expensive vs steel/aluminum. Poor machinability. Fire hazard in finely divided form. Galvanic corrosion will accelerate carbon steel mating parts.",
ti_6al_4v_solution_aged,"Titanium Ti-6Al-4V (Grade 5, Solution+Age)",R56400,Ti-6Al-4V STA,titanium_alloy,solution_treated_aged,1100,1175,10,380,NOT_FOUND,560,114,4430,315,-200,NOT_FOUND,5,4,4,5,4,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,2,Weldability reduced in aged condition - solution treat and re-age after welding for full properties. Full argon shielding mandatory.,welding|mechanical_fastening|brazing,18,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,35-70,2,rod|bar|forging|plate,5,High-strength aerospace fasteners; aerospace components; honeycomb panels; jet engine structural components.,Highest strength titanium alloy. Cannot be welded in aged condition without full re-treatment. Fire hazard in finely divided form. Very expensive. Poor machinability in aged condition.,Kalpakjian Table 3.14|Cardarelli §3.3,"Titanium Ti-6Al-4V (Grade 5, Solution+Age) is a titanium alloy with a yield strength of 1100 MPa. Corrosion resistance in seawater is excellent (5/5), and weldability is fair (2/5). Typical applications include: High-strength aerospace fasteners, aerospace components, honeycomb panels, jet engine structural components. Key engineering considerations: Highest strength titanium alloy. Cannot be welded in aged condition without full re-treatment. Fire hazard in finely divided form. Very expensive.",
pl_abs_general,ABS (General Purpose),NOT_FOUND,NOT_FOUND,plastic_thermoplastic,general_purpose,40,45,25,NOT_FOUND,75,NOT_FOUND,2.3,1050,80,-40,80,4,3,3,4,1,1,3,3,2,3,Ultrasonic or hot-plate welding. Solvent bonding with MEK or acetone. Excellent adhesive bonding.,ultrasonic_welding|solvent_bonding|adhesive|mechanical_fastening,NOT_FOUND,HB,0.3,2,1,2-5,5,sheet|rod|tube|injection_molded,2,Consumer electronics housings; automotive interior trim; appliance bodies; toys; pipe fittings; 3D printing filament.,"Not UV stable - yellows and becomes brittle outdoors without UV stabilizer grade. Attacked by ketones, esters, and chlorinated solvents. Not for food contact without food-grade certification. Flammable.",Kalpakjian Ch.10|Cardarelli §4.1|MatWeb,"ABS (General Purpose) is a plastic_thermoplastic with a yield strength of 40 MPa. Chemical resistance to solvents is poor (1/5). Weldability by ultrasonic or solvent bonding. Typical applications include: Consumer electronics housings, automotive interior trim, appliance bodies, toys. Key engineering considerations: Not UV stable. Attacked by ketones and chlorinated solvents. Not for food contact without certification.",
